,Shipment_ID,Source_City,Destination_City,Food_Product,Vehicle_Type,Road_Type,Weather_Condition,Distance_km,Shipment_Weight_kg,Fuel_Price_INR_per_litre,Avg_Speed_kmph,Transit_Time_hours,Refrigeration_Cost_INR,Toll_Cost_INR,Driver_Cost_INR,Maintenance_Cost_INR,Total_Transportation_Cost_INR,Max_Allowable_Time_hours,Cost_per_km,Delay_Hours,Delay_Ratio,Shelf_Life_Utilization,Fuel_Cost_Index,Perishability_Risk_Index
8666,SHP08667,Ranchi,Patna,Cheese,Mini Van,National Highway,Foggy,898,19402,96.9,30,39.96,1387.65,3084.92,5770.35,2449.99,117978.04,25,131.37866369710466,14.96,0.3743743743743744,1.5984,87016.20000000001,0.9863871871871872
8667,SHP08668,Patna,Lucknow,Paneer,Mini Van,National Highway,Clear,1442,9234,107.31,59,63.16,2888.37,3419.74,1749.32,2399.68,10077.74,26,6.988723994452149,37.16,0.5883470550981633,2.4292307692307693,154741.02,1.5087889121644662
8668,SHP08669,Ranchi,Chennai,Fresh Vegetables,Non-Refrigerated Truck,State Highway,Foggy,829,10997,108.78,39,69.72,8915.33,4012.68,4921.98,2508.74,40891.82,50,49.326682750301565,19.72,0.282845668387837,1.3944,90178.62,0.8386228341939186
8669,SHP08670,Ahmedabad,Kolkata,Ready-to-Eat Meals,Refrigerated Truck,Urban Road,Hot,915,2525,86.89,35,71.93,10701.1,3779.72,4657.5,1553.35,119891.72,41,131.02920218579234,30.930000000000007,0.4300013902405116,1.7543902439024393,79504.35,1.0921958170714754
8670,SHP08671,Bhopal,Delhi,Fresh Vegetables,Non-Refrigerated Truck,National Highway,Rainy,1980,868,96.27,30,55.62,10081.82,3498.88,7259.8,3575.06,33547.47,51,16.943166666666666,4.619999999999997,0.0830636461704422,1.0905882352941176,190614.6,0.5868259407322799
8671,SHP08672,Chandigarh,Delhi,Ready-to-Eat Meals,Refrigerated Truck,Urban Road,Foggy,588,15235,111.58,38,37.0,4118.2,4748.82,4758.38,3186.3,103381.26,42,175.8184693877551,0.0,0.0,0.8809523809523809,65609.04,0.4404761904761904
8672,SHP08673,Pune,Bhubaneswar,Fish,Mini Van,National Highway,Foggy,1155,13570,106.15,45,24.13,9989.48,1339.9,6014.63,3918.01,100943.37,60,87.39685714285714,0.0,0.0,0.4021666666666667,122603.25,0.2010833333333333
8673,SHP08674,Raipur,Kolkata,Cheese,Non-Refrigerated Truck,Urban Road,Rainy,1815,6668,97.55,32,41.94,7197.72,655.99,7046.29,3386.08,35420.28,34,19.515305785123967,7.939999999999998,0.189318073438245,1.2335294117647058,177053.25,0.7114237426014755
8674,SHP08675,Bhubaneswar,Patna,Meat,Non-Refrigerated Truck,State Highway,Rainy,2015,10844,90.49,31,56.87,4051.28,3230.66,1986.07,1642.07,62988.89,26,31.259995037220843,30.87,0.542816950940742,2.187307692307692,182337.35,1.365062321624217
8675,SHP08676,Bhopal,Lucknow,Fresh Fruits,Non-Refrigerated Truck,State Highway,Hot,1805,1279,87.9,37,5.82,13327.5,509.13,1825.41,1476.51,13836.53,24,7.665667590027701,0.0,0.0,0.2425,158659.5,0.12125
8676,SHP08677,Patna,Raipur,Ready-to-Eat Meals,Mini Van,Urban Road,Rainy,283,15724,91.88,59,22.2,8185.12,2860.12,1844.55,2026.76,20652.69,62,72.977703180212,0.0,0.0,0.3580645161290322,26002.04,0.1790322580645161
8677,SHP08678,Delhi,Indore,Ready-to-Eat Meals,Refrigerated Truck,Urban Road,Foggy,1230,10175,92.34,47,28.11,13005.48,3556.81,3271.94,521.14,46322.04,32,37.66019512195122,0.0,0.0,0.8784375,113578.2,0.43921875
8678,SHP08679,Ranchi,Indore,Ready-to-Eat Meals,Mini Van,State Highway,Clear,2037,8166,96.12,32,57.04,6560.47,3435.21,3728.18,1755.29,109180.33,69,53.5985910652921,0.0,0.0,0.8266666666666667,195796.44,0.4133333333333333
8679,SHP08680,Bengaluru,Ranchi,Fresh Fruits,Non-Refrigerated Truck,Urban Road,Rainy,2176,19369,90.31,35,45.72,9677.47,1820.61,1270.09,421.68,81126.33,22,37.28232077205882,23.72,0.5188101487314085,2.078181818181818,196514.56,1.2984959834566134
8680,SHP08681,Chennai,Bengaluru,Ready-to-Eat Meals,Non-Refrigerated Truck,Urban Road,Rainy,1370,12132,89.38,42,32.95,12345.89,3455.4,2744.42,936.59,74503.09,56,54.38181751824817,0.0,0.0,0.5883928571428572,122450.6,0.2941964285714286
8681,SHP08682,Lucknow,Ranchi,Frozen Peas,Mini Van,Urban Road,Clear,839,19633,110.32,44,66.51,5267.7,1807.67,1047.99,1461.3,114478.14,42,136.4459356376639,24.510000000000005,0.3685160126296798,1.5835714285714286,92558.48,0.9760437206005542
8682,SHP08683,Bengaluru,Raipur,Meat,Non-Refrigerated Truck,National Highway,Rainy,578,4669,92.49,51,40.59,12934.78,4067.46,2337.43,2681.01,94551.88,58,163.58456747404844,0.0,0.0,0.6998275862068966,53459.22,0.3499137931034483
8683,SHP08684,Pune,Patna,Meat,Non-Refrigerated Truck,Urban Road,Rainy,946,9767,101.85,48,53.23,5596.95,4385.42,3750.4,3904.11,119355.53,16,126.16863636363637,37.23,0.6994176216419312,3.326875,96350.1,2.0131463108209653
8684,SHP08685,Nagpur,Bhopal,Milk,Refrigerated Truck,National Highway,Clear,325,13585,90.98,37,48.57,3429.66,3396.02,6281.29,898.15,57873.89,12,178.0735076923077,36.57,0.752933909820877,4.0475,29568.5,2.400216954910438
8685,SHP08686,Chennai,Ahmedabad,Milk,Refrigerated Truck,State Highway,Foggy,452,12372,99.75,43,62.38,11231.75,3211.66,7981.21,666.9,27219.88,51,60.22097345132744,11.380000000000004,0.182430266110933,1.2231372549019608,45087.0,0.7027837605064469
8686,SHP08687,Bhopal,Mumbai,Frozen Peas,Refrigerated Truck,State Highway,Hot,1088,9731,93.3,52,59.24,5355.1,1580.48,2395.28,3722.14,53852.34,65,49.49663602941176,0.0,0.0,0.9113846153846156,101510.4,0.4556923076923077
8687,SHP08688,Bhopal,Ahmedabad,Frozen Peas,Refrigerated Truck,State Highway,Hot,212,19586,87.6,54,71.25,14324.31,2433.22,5908.5,2138.68,53847.62,59,253.9982075471698,12.25,0.1719298245614035,1.2076271186440677,18571.2,0.6897784716027356
8688,SHP08689,Lucknow,Lucknow,Ready-to-Eat Meals,Refrigerated Truck,Urban Road,Hot,1181,17899,114.47,62,29.79,12164.78,1304.87,3466.87,2565.1,94303.63,51,79.85066045723963,0.0,0.0,0.5841176470588235,135189.07,0.2920588235294117
8689,SHP08690,Mumbai,Pune,Cheese,Refrigerated Truck,State Highway,Foggy,2160,5122,98.73,30,15.21,3842.5,3580.68,6947.02,376.34,35644.4,12,16.502037037037038,3.210000000000001,0.2110453648915188,1.2675,213256.8,0.7392726824457594
8690,SHP08691,Hyderabad,Lucknow,Fish,Non-Refrigerated Truck,National Highway,Hot,292,5706,96.79,30,55.67,14804.74,3321.68,3333.89,1508.05,65842.96,46,225.4895890410959,9.670000000000002,0.1737021735225435,1.210217391304348,28262.68,0.6919597824134458
8691,SHP08692,Ahmedabad,Kolkata,Frozen Peas,Non-Refrigerated Truck,National Highway,Foggy,1012,2773,90.97,46,63.48,5773.48,724.24,3166.12,2168.36,51718.6,42,51.10533596837944,21.48,0.3383742911153118,1.5114285714285711,92061.64,0.9249014312719416
8692,SHP08693,Kolkata,Chandigarh,Milk,Refrigerated Truck,Urban Road,Rainy,1189,16534,99.86,47,7.7,8589.7,4509.51,4745.67,1260.73,57225.68,46,48.12925147182506,0.0,0.0,0.1673913043478261,118733.54,0.083695652173913
8693,SHP08694,Indore,Jaipur,Cheese,Mini Van,National Highway,Hot,2051,18526,104.06,54,26.64,1566.22,4940.76,7984.25,3280.53,16489.77,46,8.039868356899074,0.0,0.0,0.5791304347826087,213427.06,0.2895652173913043
8694,SHP08695,Patna,Kolkata,Fresh Fruits,Refrigerated Truck,National Highway,Clear,1095,14964,94.14,44,58.89,1103.49,879.89,3469.44,2544.99,69897.5,22,63.833333333333336,36.89,0.6264221429784343,2.6768181818181818,103083.3,1.651620162398308
8695,SHP08696,Ahmedabad,Chennai,Paneer,Non-Refrigerated Truck,State Highway,Foggy,1537,19276,99.41,56,50.47,4786.12,1522.63,2417.1,3834.77,77895.39,20,50.68014964216005,30.47,0.603724985139687,2.5235,152793.16999999998,1.5636124925698434
8696,SHP08697,Pune,Chandigarh,Fish,Mini Van,National Highway,Hot,1536,19395,92.11,59,55.36,678.74,4143.16,5870.9,2880.2,10619.74,43,6.913893229166667,12.36,0.2232658959537572,1.2874418604651163,141480.96,0.7553538782094368
8697,SHP08698,Nagpur,Chennai,Frozen Peas,Mini Van,State Highway,Clear,1014,18460,100.83,38,40.94,4525.51,2095.7,7256.55,868.56,19950.08,47,19.674635108481265,0.0,0.0,0.871063829787234,102241.62,0.435531914893617
8698,SHP08699,Nagpur,Bhubaneswar,Meat,Mini Van,State Highway,Hot,2083,17387,108.62,54,29.97,8072.91,476.75,6810.1,2233.39,13107.24,22,6.292481997119539,7.969999999999999,0.2659325992659325,1.3622727272727273,226255.46,0.8141026632693299
8699,SHP08700,Bhopal,Nagpur,Milk,Non-Refrigerated Truck,National Highway,Foggy,2061,825,86.81,63,59.17,10517.96,4576.45,7160.94,870.68,28352.19,49,13.756521106259097,10.170000000000002,0.1718776406962988,1.2075510204081632,178915.41,0.689714330552231
8700,SHP08701,Delhi,Chandigarh,Curd,Mini Van,National Highway,Foggy,891,10272,100.54,69,41.71,4144.02,2721.58,1235.92,3485.26,13093.8,42,14.695622895622895,0.0,0.0,0.993095238095238,89581.14,0.496547619047619
8701,SHP08702,Delhi,Mumbai,Milk,Non-Refrigerated Truck,Urban Road,Rainy,1199,5387,96.98,69,39.02,6406.68,348.58,1562.44,1523.33,52530.84,29,43.81221017514595,10.020000000000003,0.2567913890312661,1.3455172413793104,116279.02,0.8011543152052882
8702,SHP08703,Kolkata,Mumbai,Frozen Peas,Non-Refrigerated Truck,Urban Road,Foggy,419,11052,87.22,40,53.97,6052.09,2286.52,6546.25,1918.33,34690.5,57,82.79355608591885,0.0,0.0,0.946842105263158,36545.18,0.4734210526315789
8703,SHP08704,Lucknow,Mumbai,Paneer,Refrigerated Truck,National Highway,Hot,1444,1051,113.22,44,16.98,5249.86,4205.25,3887.82,3523.02,90007.41,54,62.33200138504155,0.0,0.0,0.3144444444444444,163489.68,0.1572222222222222
8704,SHP08705,Chennai,Lucknow,Ready-to-Eat Meals,Non-Refrigerated Truck,State Highway,Foggy,878,8984,92.8,58,43.85,6134.58,2093.04,4159.4,1279.03,111846.13,57,127.38739179954442,0.0,0.0,0.7692982456140351,81478.4,0.3846491228070176
8705,SHP08706,Jaipur,Patna,Fish,Mini Van,State Highway,Clear,2125,2103,101.94,59,24.7,7577.25,825.39,3782.55,2001.48,65687.88,67,30.91194352941177,0.0,0.0,0.3686567164179104,216622.5,0.1843283582089552
8706,SHP08707,Chennai,Indore,Fresh Vegetables,Non-Refrigerated Truck,Urban Road,Rainy,499,3292,96.18,40,5.46,3378.28,397.61,2180.31,3204.41,46166.3,64,92.51763527054108,0.0,0.0,0.0853125,47993.82000000001,0.04265625
8707,SHP08708,Hyderabad,Chandigarh,Fresh Vegetables,Non-Refrigerated Truck,State Highway,Rainy,576,13684,93.13,30,54.92,7236.64,3941.02,7574.65,544.79,69244.25,35,120.21571180555556,19.92,0.3627093954843409,1.5691428571428572,53642.88,0.965926126313599
8708,SHP08709,Hyderabad,Raipur,Fresh Vegetables,Refrigerated Truck,Urban Road,Foggy,232,13088,100.82,46,36.28,4276.77,2649.45,6118.69,1327.0,21779.77,50,93.87831896551724,0.0,0.0,0.7256,23390.24,0.3628
8709,SHP08710,Indore,Bhubaneswar,Fresh Vegetables,Refrigerated Truck,State Highway,Hot,425,12050,105.67,40,65.42,1422.03,1738.01,3260.04,709.18,97640.5,14,229.74235294117648,51.42,0.7859981656985632,4.672857142857143,44909.75,2.729427654277853
8710,SHP08711,Delhi,Nagpur,Cheese,Non-Refrigerated Truck,National Highway,Rainy,1879,8984,108.57,58,38.01,3596.74,4166.42,5143.67,3056.73,67733.12,57,36.04742948376796,0.0,0.0,0.6668421052631579,204003.03,0.3334210526315789
8711,SHP08712,Ranchi,Raipur,Fresh Fruits,Non-Refrigerated Truck,National Highway,Hot,2062,613,104.02,41,4.69,14043.82,743.78,4694.73,843.21,7965.92,40,3.863200775945684,0.0,0.0,0.11725,214489.24,0.058625
8712,SHP08713,Bengaluru,Patna,Milk,Non-Refrigerated Truck,State Highway,Hot,259,12728,100.79,59,31.79,7826.08,985.87,4336.72,3847.54,62204.63,37,240.17231660231656,0.0,0.0,0.8591891891891892,26104.61,0.4295945945945946
8713,SHP08714,Jaipur,Indore,Fish,Refrigerated Truck,Urban Road,Clear,81,3656,108.32,56,15.63,14747.37,2067.26,7737.78,1707.78,76610.84,31,945.8128395061728,0.0,0.0,0.5041935483870968,8773.92,0.2520967741935484
8714,SHP08715,Lucknow,Ranchi,Paneer,Refrigerated Truck,National Highway,Rainy,2141,15958,100.52,65,66.63,3765.54,387.93,4154.28,2257.88,21996.53,27,10.273951424567958,39.63,0.594777127420081,2.4677777777777776,215213.32,1.5312774525989292
8715,SHP08716,Bhopal,Hyderabad,Fresh Fruits,Mini Van,Urban Road,Foggy,1421,19703,114.23,44,34.31,4734.55,4298.48,5294.97,1123.5,49149.59,56,34.58802955665024,0.0,0.0,0.6126785714285715,162320.83000000002,0.3063392857142857
8716,SHP08717,Patna,Mumbai,Curd,Mini Van,National Highway,Hot,935,6842,100.8,38,38.73,9786.27,2399.09,2822.16,3420.83,36767.08,30,39.323080213903744,8.729999999999997,0.225406661502711,1.291,94248.0,0.7582033307513555
8717,SHP08718,Indore,Mumbai,Curd,Mini Van,State Highway,Rainy,421,1133,94.52,60,28.85,5652.54,3050.47,3563.16,1184.08,60917.5,64,144.69714964370547,0.0,0.0,0.45078125,39792.92,0.225390625
8718,SHP08719,Bengaluru,Ranchi,Fish,Mini Van,National Highway,Rainy,1044,10583,98.39,54,39.51,5737.34,422.06,5014.4,2076.22,59352.64,43,56.8511877394636,0.0,0.0,0.9188372093023256,102719.16,0.4594186046511627
8719,SHP08720,Bengaluru,Mumbai,Milk,Refrigerated Truck,State Highway,Hot,1444,8278,99.7,44,9.63,12736.77,4358.19,7484.72,3873.6,106173.56,18,73.52739612188365,0.0,0.0,0.535,143966.80000000002,0.2675
8720,SHP08721,Bhubaneswar,Ahmedabad,Fish,Refrigerated Truck,Urban Road,Foggy,1775,8275,93.5,63,35.19,923.37,4853.8,7807.83,2048.8,106738.59,56,60.13441690140845,0.0,0.0,0.6283928571428571,165962.5,0.3141964285714285
8721,SHP08722,Indore,Pune,Ready-to-Eat Meals,Non-Refrigerated Truck,National Highway,Rainy,1788,9565,89.76,45,49.11,10159.74,4461.08,6664.49,2163.3,36348.2,40,20.32897091722595,9.11,0.1855019344329057,1.22775,160490.88,0.7066259672164528
8722,SHP08723,Chennai,Delhi,Ready-to-Eat Meals,Mini Van,Urban Road,Rainy,287,11251,97.94,52,29.31,13264.64,3484.27,6747.55,3494.41,90443.9,25,315.1355400696864,4.309999999999999,0.14704878880928,1.1724,28108.78,0.65972439440464
8723,SHP08724,Pune,Kolkata,Milk,Non-Refrigerated Truck,Urban Road,Foggy,2156,3303,111.91,62,30.7,3026.75,4001.49,1847.11,3600.76,20324.42,69,9.42691094619666,0.0,0.0,0.444927536231884,241277.96,0.222463768115942
8724,SHP08725,Raipur,Chandigarh,Frozen Peas,Non-Refrigerated Truck,State Highway,Hot,1404,7806,92.67,58,60.94,6350.55,4273.24,7333.32,2908.94,47425.0,61,33.778490028490026,0.0,0.0,0.9990163934426228,130108.68,0.4995081967213114
8725,SHP08726,Bhubaneswar,Pune,Milk,Refrigerated Truck,Urban Road,Hot,964,10213,95.85,61,40.49,12232.39,1239.9,7642.19,383.98,47466.19,24,49.23878630705394,16.490000000000002,0.4072610521116325,1.6870833333333335,92399.4,1.047172192722483
8726,SHP08727,Delhi,Bhubaneswar,Paneer,Non-Refrigerated Truck,National Highway,Hot,1589,11028,107.73,61,43.96,8258.5,887.61,2620.88,2978.16,102247.02,51,64.34677155443676,0.0,0.0,0.8619607843137255,171182.97,0.4309803921568627
8727,SHP08728,Bengaluru,Kolkata,Frozen Peas,Non-Refrigerated Truck,State Highway,Hot,2013,14556,87.47,45,24.18,5686.7,1180.43,4553.49,3062.34,13429.43,47,6.671351217088922,0.0,0.0,0.514468085106383,176077.11,0.2572340425531915
8728,SHP08729,Mumbai,Raipur,Milk,Refrigerated Truck,State Highway,Foggy,1469,6148,109.75,44,36.84,9575.87,4463.27,3768.77,1614.31,64327.49,12,43.78998638529612,24.840000000000003,0.6742671009771988,3.0700000000000003,161222.75,1.8721335504885996
8729,SHP08730,Delhi,Chandigarh,Frozen Peas,Refrigerated Truck,State Highway,Clear,352,6271,106.61,50,7.67,5208.38,1815.45,6221.16,2658.22,54922.87,13,156.0308806818182,0.0,0.0,0.59,37526.72,0.295
8730,SHP08731,Pune,Chandigarh,Fish,Refrigerated Truck,Urban Road,Foggy,1976,12810,101.49,57,33.26,9581.49,935.55,2062.39,1300.42,73569.83,24,37.23169534412956,9.259999999999998,0.2784125075165363,1.3858333333333333,200544.24,0.8321229204249347
8731,SHP08732,Chandigarh,Chandigarh,Fresh Vegetables,Refrigerated Truck,National Highway,Foggy,1030,11676,91.28,43,58.58,2602.94,4998.02,6133.81,1506.66,105045.79,52,101.98620388349514,6.579999999999998,0.1123250256060088,1.1265384615384617,94018.4,0.6194317435722352
8732,SHP08733,Chandigarh,Patna,Fresh Fruits,Mini Van,National Highway,Hot,278,4063,87.78,50,14.98,3768.39,1007.54,6935.1,1624.63,13191.05,59,47.44982014388489,0.0,0.0,0.2538983050847457,24402.84,0.1269491525423728
8733,SHP08734,Bhubaneswar,Nagpur,Fresh Vegetables,Mini Van,National Highway,Rainy,103,18472,91.95,53,55.98,712.92,758.28,1837.83,3516.89,117765.8,36,1143.357281553398,19.98,0.3569131832797427,1.555,9470.85,0.9559565916398712
8734,SHP08735,Raipur,Raipur,Paneer,Mini Van,State Highway,Foggy,2006,16634,107.84,64,29.45,3175.08,4203.33,2614.68,3738.21,80921.55,33,40.3397557328016,0.0,0.0,0.8924242424242425,216327.04,0.4462121212121212
8735,SHP08736,Mumbai,Mumbai,Ready-to-Eat Meals,Non-Refrigerated Truck,State Highway,Hot,1641,11957,113.0,67,5.84,2395.48,4256.92,1866.13,2971.4,92842.57,70,56.576825106642296,0.0,0.0,0.0834285714285714,185433.0,0.0417142857142857
8736,SHP08737,Pune,Bhubaneswar,Paneer,Mini Van,National Highway,Rainy,1170,12615,107.14,36,68.82,9172.41,2838.93,6655.8,991.59,50761.91,63,43.38624786324787,5.819999999999993,0.0845684394071489,1.0923809523809522,125353.8,0.5884746958940507
8737,SHP08738,Pune,Ranchi,Ready-to-Eat Meals,Refrigerated Truck,Urban Road,Foggy,1344,19368,100.83,60,16.33,14193.52,1520.53,1153.04,2895.99,113369.39,62,84.35222470238095,0.0,0.0,0.2633870967741935,135515.52,0.1316935483870967
8738,SHP08739,Lucknow,Indore,Fish,Mini Van,State Highway,Clear,179,18772,113.52,51,26.76,3622.81,1676.85,7260.2,1246.04,43172.29,56,241.18597765363128,0.0,0.0,0.4778571428571428,20320.08,0.2389285714285714
8739,SHP08740,Chennai,Lucknow,Fish,Refrigerated Truck,National Highway,Clear,1598,18273,109.86,54,36.69,2375.03,1657.01,4761.18,827.76,93970.07,20,58.80479974968711,16.689999999999998,0.4548923412373943,1.8345,175556.28,1.144696170618697
8740,SHP08741,Indore,Ranchi,Frozen Peas,Mini Van,Urban Road,Hot,1833,4717,104.68,33,68.56,8261.64,4354.71,2509.99,2188.78,99492.63,68,54.27857610474632,0.5600000000000023,0.0081680280046674,1.0082352941176471,191878.44,0.5082016610611573
8741,SHP08742,Chennai,Chennai,Cheese,Mini Van,State Highway,Rainy,566,5246,86.14,62,43.52,3125.62,282.03,2055.74,3640.13,83687.05,60,147.85697879858657,0.0,0.0,0.7253333333333334,48755.24,0.3626666666666667
8742,SHP08743,Chandigarh,Ahmedabad,Ready-to-Eat Meals,Refrigerated Truck,State Highway,Rainy,993,9139,93.63,65,65.56,8353.76,3609.61,2077.02,1667.7,92265.21,19,92.91561933534744,46.56,0.7101891397193411,3.4505263157894737,92974.59,2.080357727754407
8743,SHP08744,Indore,Mumbai,Fish,Refrigerated Truck,State Highway,Hot,561,13175,94.25,55,42.38,7814.58,4785.02,2871.55,2677.35,21734.14,62,38.741782531194296,0.0,0.0,0.6835483870967742,52874.25,0.3417741935483871
8744,SHP08745,Kolkata,Delhi,Cheese,Non-Refrigerated Truck,National Highway,Hot,2030,5398,95.42,58,17.97,781.46,3811.34,1564.25,3075.0,18026.65,53,8.880123152709361,0.0,0.0,0.3390566037735849,193702.6,0.1695283018867924
8745,SHP08746,Ranchi,Nagpur,Curd,Non-Refrigerated Truck,State Highway,Rainy,1511,13978,96.68,35,42.38,14482.97,2556.17,6586.66,3436.92,69356.19,55,45.900853739245534,0.0,0.0,0.7705454545454546,146083.48,0.3852727272727273
8746,SHP08747,Bhubaneswar,Kolkata,Curd,Non-Refrigerated Truck,State Highway,Clear,274,7444,113.18,48,10.83,3420.4,594.85,2914.94,454.27,44181.1,19,161.2448905109489,0.0,0.0,0.57,31011.320000000003,0.285
8747,SHP08748,Kolkata,Kolkata,Frozen Peas,Mini Van,Urban Road,Clear,185,9792,107.26,54,11.96,13475.14,346.59,1105.02,2166.59,103901.14,36,561.6277837837838,0.0,0.0,0.3322222222222222,19843.1,0.1661111111111111
8748,SHP08749,Hyderabad,Jaipur,Paneer,Mini Van,National Highway,Foggy,1557,10092,105.76,39,11.87,6054.65,1199.48,6579.69,3620.73,30823.06,27,19.796441875401413,0.0,0.0,0.4396296296296296,164668.32,0.2198148148148148
8749,SHP08750,Patna,Chennai,Fresh Vegetables,Refrigerated Truck,Urban Road,Foggy,1106,6363,97.8,65,4.83,2796.45,3138.91,5101.4,1385.57,81667.39,63,73.8403164556962,0.0,0.0,0.0766666666666666,108166.8,0.0383333333333333
8750,SHP08751,Delhi,Bengaluru,Curd,Refrigerated Truck,State Highway,Rainy,1102,11046,95.13,39,14.29,2048.37,2380.15,1222.54,575.11,33049.18,41,29.990181488203262,0.0,0.0,0.3485365853658536,104833.26,0.1742682926829268
8751,SHP08752,Chennai,Delhi,Frozen Peas,Non-Refrigerated Truck,National Highway,Clear,1424,16107,88.59,45,28.0,7904.86,3088.79,2577.23,1674.69,24434.76,44,17.159241573033707,0.0,0.0,0.6363636363636364,126152.16,0.3181818181818182
8752,SHP08753,Bengaluru,Delhi,Meat,Refrigerated Truck,National Highway,Foggy,1401,793,98.6,44,8.9,5746.79,611.75,3257.83,2947.11,27254.89,34,19.453882940756603,0.0,0.0,0.2617647058823529,138138.6,0.1308823529411764
8753,SHP08754,Raipur,Lucknow,Cheese,Mini Van,State Highway,Clear,1544,10269,91.16,63,4.42,13803.86,4173.25,7568.39,3914.22,38205.62,18,24.744572538860105,0.0,0.0,0.2455555555555555,140751.04,0.1227777777777777
8754,SHP08755,Nagpur,Indore,Fresh Fruits,Refrigerated Truck,National Highway,Clear,1443,4768,96.73,69,11.63,3420.9,3459.51,3983.76,2384.23,99611.55,62,69.03087318087319,0.0,0.0,0.1875806451612903,139581.39,0.0937903225806451
8755,SHP08756,Jaipur,Lucknow,Meat,Refrigerated Truck,National Highway,Rainy,420,7697,89.69,44,67.65,10992.86,3261.16,5836.8,3744.1,119685.93,53,284.9665,14.650000000000006,0.2165558019216556,1.2764150943396229,37669.8,0.7464854481306392
8756,SHP08757,Chennai,Mumbai,Fresh Fruits,Refrigerated Truck,Urban Road,Clear,687,5782,95.32,30,39.74,3193.97,1029.01,6437.66,3760.72,64774.18,56,94.28556040756914,0.0,0.0,0.7096428571428571,65484.84,0.3548214285714285
8757,SHP08758,Bhopal,Ranchi,Ready-to-Eat Meals,Refrigerated Truck,National Highway,Rainy,1709,7695,86.29,35,33.58,13139.74,2820.96,4664.13,3315.29,19080.33,62,11.16461673493271,0.0,0.0,0.5416129032258065,147469.61000000002,0.2708064516129032
8758,SHP08759,Chennai,Ahmedabad,Ready-to-Eat Meals,Refrigerated Truck,National Highway,Foggy,971,12125,85.18,48,37.13,7901.61,1426.32,1706.62,1946.36,96479.71,28,99.36118434603502,9.130000000000004,0.2458928090492863,1.3260714285714286,82709.78000000001,0.7859821188103575
8759,SHP08760,Chandigarh,Nagpur,Fresh Fruits,Non-Refrigerated Truck,Urban Road,Hot,1326,8995,111.1,35,41.73,12552.44,4676.01,7540.76,3002.35,18783.38,51,14.165444947209654,0.0,0.0,0.818235294117647,147318.6,0.4091176470588235
8760,SHP08761,Mumbai,Patna,Fish,Non-Refrigerated Truck,State Highway,Clear,651,3451,104.24,33,11.33,6843.92,2440.43,4149.28,3700.64,33331.0,41,51.19969278033794,0.0,0.0,0.2763414634146341,67860.23999999999,0.138170731707317
8761,SHP08762,Patna,Ranchi,Fish,Mini Van,Urban Road,Hot,2115,10453,102.63,39,43.76,3041.13,1675.96,2192.79,3450.06,114576.64,39,54.17335224586289,4.759999999999998,0.1087751371115173,1.122051282051282,217062.45,0.6154132095813997
8762,SHP08763,Bhopal,Chandigarh,Fresh Vegetables,Non-Refrigerated Truck,State Highway,Hot,268,3430,100.41,69,60.73,8320.29,4763.25,6377.94,2386.61,29701.33,57,110.82585820895522,3.729999999999997,0.061419397332455,1.065438596491228,26909.88,0.5634289969118416
8763,SHP08764,Ranchi,Indore,Paneer,Refrigerated Truck,State Highway,Rainy,561,3216,106.8,38,42.12,4451.97,1187.35,7173.51,3565.01,70436.79,22,125.55577540106952,20.12,0.4776828110161443,1.9145454545454543,59914.8,1.1961141327807994
8764,SHP08765,Bhubaneswar,Mumbai,Fresh Vegetables,Non-Refrigerated Truck,State Highway,Clear,1251,7466,107.08,30,64.05,3177.0,2566.07,6127.12,3409.95,109064.31,65,87.18170263788969,0.0,0.0,0.9853846153846152,133957.08,0.4926923076923076
8765,SHP08766,Pune,Kolkata,Frozen Peas,Mini Van,Urban Road,Clear,258,3875,113.06,46,13.4,13604.84,1020.03,4123.52,777.46,86839.58,32,336.587519379845,0.0,0.0,0.41875,29169.48,0.209375
8766,SHP08767,Bhopal,Chennai,Ready-to-Eat Meals,Non-Refrigerated Truck,State Highway,Foggy,1886,8643,92.33,57,60.16,8495.9,652.68,7884.68,1344.17,93655.31,18,49.65817073170732,42.16,0.7007978723404256,3.342222222222222,174134.38,2.021510047281324
8767,SHP08768,Kolkata,Jaipur,Fresh Fruits,Mini Van,Urban Road,Hot,1282,2110,108.56,41,49.06,12104.53,449.25,1700.18,3411.7,33717.04,33,26.30034321372855,16.060000000000002,0.3273542600896861,1.4866666666666668,139173.92,0.9070104633781764
8768,SHP08769,Jaipur,Bhubaneswar,Cheese,Mini Van,Urban Road,Hot,260,622,114.73,68,45.05,11751.56,275.41,2028.27,3130.35,101314.2,60,389.67,0.0,0.0,0.7508333333333332,29829.8,0.3754166666666666
8769,SHP08770,Lucknow,Pune,Cheese,Mini Van,State Highway,Rainy,322,12409,85.87,45,44.04,515.6,3605.26,2925.02,1719.02,39985.58,40,124.1788198757764,4.039999999999999,0.0917347865576748,1.101,27650.140000000003,0.5963673932788374
8770,SHP08771,Jaipur,Kolkata,Milk,Refrigerated Truck,State Highway,Clear,1776,12156,96.22,43,12.09,13345.16,2061.83,1925.95,2252.67,63449.51,59,35.72607545045045,0.0,0.0,0.2049152542372881,170886.72,0.102457627118644
