Shipment_ID,Source_City,Destination_City,Food_Product,Vehicle_Type,Road_Type,Weather_Condition,Distance_km,Shipment_Weight_kg,Fuel_Price_INR_per_litre,Avg_Speed_kmph,Transit_Time_hours,Refrigeration_Cost_INR,Toll_Cost_INR,Driver_Cost_INR,Maintenance_Cost_INR,Total_Transportation_Cost_INR,Max_Allowable_Time_hours
SHP07837,Jaipur,Bhopal,Meat,Mini Van,National Highway,Foggy,661,9235,101.64,45,20.81,13893.68,1007.67,1244.26,452.58,110666.18,58
SHP07838,Bhopal,Mumbai,Paneer,Non-Refrigerated Truck,Urban Road,Hot,1848,15954,89.86,33,31.38,6074.29,3638.43,3268.16,3076.44,112863.53,60
SHP07839,Raipur,Nagpur,Cheese,Mini Van,Urban Road,Clear,482,11869,113.84,42,25.22,11457.32,562.63,5279.3,1310.23,8884.17,34
SHP07840,Hyderabad,Delhi,Fresh Fruits,Refrigerated Truck,State Highway,Hot,289,1493,106.98,47,16.94,10507.22,2961.54,6971.48,2335.77,88965.16,22
SHP07841,Kolkata,Bengaluru,Frozen Peas,Refrigerated Truck,National Highway,Clear,865,13668,86.4,41,53.27,7370.05,3815.2,3189.78,2489.6,37076.14,39
SHP07842,Delhi,Pune,Cheese,Non-Refrigerated Truck,State Highway,Clear,151,10223,94.2,48,10.52,12978.6,291.93,4552.42,1441.56,50476.13,29
SHP07843,Bhubaneswar,Nagpur,Fish,Non-Refrigerated Truck,National Highway,Clear,714,3503,86.51,46,38.81,9990.31,2064.33,2097.23,1208.81,5753.5,30
SHP07844,Jaipur,Nagpur,Fresh Fruits,Mini Van,National Highway,Rainy,1640,13078,91.88,36,40.45,11227.22,3024.27,4154.37,2338.64,84653.11,69
SHP07845,Bhopal,Patna,Paneer,Refrigerated Truck,Urban Road,Hot,1741,4926,93.6,50,68.97,12634.88,4031.83,2987.84,1185.32,102563.53,28
SHP07846,Ahmedabad,Bengaluru,Fresh Vegetables,Non-Refrigerated Truck,State Highway,Foggy,462,4015,106.54,68,63.12,3728.33,1438.56,2021.48,881.53,16363.66,33
SHP07847,Bhopal,Bengaluru,Cheese,Refrigerated Truck,State Highway,Rainy,977,18456,106.56,30,37.43,4752.51,4117.9,4430.99,3054.41,76584.32,18
SHP07848,Patna,Mumbai,Curd,Mini Van,Urban Road,Foggy,83,6153,86.36,43,61.4,11454.99,3309.97,7658.92,1484.15,34436.81,27
SHP07849,Chandigarh,Bhubaneswar,Frozen Peas,Non-Refrigerated Truck,State Highway,Rainy,1900,18816,102.64,32,57.76,12523.47,1864.45,5276.71,1956.44,118135.84,38
SHP07850,Indore,Jaipur,Cheese,Non-Refrigerated Truck,State Highway,Rainy,494,1411,113.83,61,5.9,9165.59,1637.87,6025.37,3675.61,11251.81,13
SHP07851,Nagpur,Lucknow,Fresh Fruits,Non-Refrigerated Truck,National Highway,Rainy,229,4911,103.85,38,66.71,14902.74,3569.68,2544.69,770.9,65602.15,31
SHP07852,Kolkata,Bhubaneswar,Fresh Vegetables,Refrigerated Truck,State Highway,Clear,1904,13853,113.82,40,50.78,13231.27,3675.56,3995.61,537.31,101365.31,39
SHP07853,Delhi,Kolkata,Ready-to-Eat Meals,Mini Van,State Highway,Hot,1739,15114,96.42,52,49.69,12107.68,3257.86,7113.5,1889.96,90058.91,24
SHP07854,Kolkata,Ahmedabad,Fish,Refrigerated Truck,National Highway,Clear,766,12003,98.79,59,52.52,4057.61,2331.81,4016.91,2574.96,68125.27,32
SHP07855,Jaipur,Bhubaneswar,Fresh Vegetables,Refrigerated Truck,Urban Road,Clear,1341,7513,99.86,34,19.28,5328.85,305.82,3157.54,2022.35,103828.66,58
SHP07856,Lucknow,Raipur,Fish,Non-Refrigerated Truck,National Highway,Clear,1018,17039,112.72,59,5.98,5730.66,2955.23,2107.62,331.52,117756.21,53
SHP07857,Kolkata,Ranchi,Fresh Vegetables,Mini Van,Urban Road,Rainy,361,9620,96.41,55,19.77,1846.28,3138.5,5073.25,1801.4,16799.35,42
SHP07858,Jaipur,Bhubaneswar,Ready-to-Eat Meals,Mini Van,Urban Road,Rainy,55,7387,114.5,33,58.03,11105.89,1353.11,1496.14,2079.65,13452.24,15
SHP07859,Bhopal,Pune,Fresh Fruits,Non-Refrigerated Truck,National Highway,Foggy,687,12173,101.29,56,44.62,6476.8,1175.42,2314.91,3803.1,100753.77,70
SHP07860,Indore,Delhi,Fresh Vegetables,Mini Van,National Highway,Hot,507,10727,91.54,58,28.57,9504.54,4348.57,2415.5,583.01,33057.05,41
SHP07861,Chandigarh,Delhi,Curd,Non-Refrigerated Truck,Urban Road,Clear,1814,5956,88.11,67,20.42,10787.08,1063.3,1266.88,2846.17,105806.17,54
SHP07862,Indore,Bhubaneswar,Ready-to-Eat Meals,Non-Refrigerated Truck,National Highway,Clear,1772,19613,90.19,36,58.39,621.21,1206.97,1655.84,1760.1,44787.19,20
SHP07863,Bhubaneswar,Kolkata,Ready-to-Eat Meals,Mini Van,National Highway,Clear,2165,7398,86.18,45,35.14,1193.4,3189.64,3967.12,3531.99,29464.11,48
SHP07864,Indore,Kolkata,Fresh Fruits,Mini Van,State Highway,Hot,169,15193,105.77,37,45.6,5359.02,1731.78,1053.73,2739.85,42074.38,47
SHP07865,Ranchi,Hyderabad,Meat,Mini Van,National Highway,Hot,1013,18581,100.51,54,4.85,10005.45,2317.49,4239.52,1757.23,109458.56,36
SHP07866,Bengaluru,Chennai,Cheese,Mini Van,National Highway,Hot,1406,9569,107.14,53,33.24,7434.66,2744.46,7783.83,2666.51,90176.08,37
SHP07867,Indore,Hyderabad,Cheese,Refrigerated Truck,State Highway,Clear,897,19199,108.47,50,5.05,14113.89,4668.88,4186.73,1951.84,9696.99,24
SHP07868,Chandigarh,Bhopal,Meat,Non-Refrigerated Truck,Urban Road,Hot,924,11687,112.94,45,57.55,4224.85,1450.64,6676.65,2954.4,118940.38,55
SHP07869,Jaipur,Pune,Ready-to-Eat Meals,Non-Refrigerated Truck,Urban Road,Clear,1938,17998,88.51,40,20.95,2006.15,413.69,1019.07,3223.61,29449.4,55
SHP07870,Bhubaneswar,Kolkata,Paneer,Non-Refrigerated Truck,National Highway,Clear,1739,18203,90.58,37,15.36,2158.18,756.07,6203.31,2866.11,61126.4,67
SHP07871,Chennai,Delhi,Curd,Non-Refrigerated Truck,National Highway,Hot,1914,11702,101.45,64,66.99,3763.07,447.75,4217.14,1682.2,31241.13,53
SHP07872,Raipur,Hyderabad,Frozen Peas,Refrigerated Truck,Urban Road,Rainy,1370,856,88.89,35,5.22,3925.25,3819.87,3047.85,428.86,36846.0,55
SHP07873,Nagpur,Bengaluru,Frozen Peas,Mini Van,National Highway,Clear,1788,7665,87.78,66,17.45,5994.64,4908.45,1026.5,811.68,13175.0,68
SHP07874,Delhi,Bhopal,Fresh Fruits,Mini Van,Urban Road,Clear,1718,14689,104.99,40,20.35,8679.24,585.05,5110.23,2016.3,80873.89,16
SHP07875,Raipur,Kolkata,Curd,Mini Van,Urban Road,Rainy,983,10032,106.74,57,59.95,4113.21,1565.78,6434.8,2465.28,66350.15,68
SHP07876,Ahmedabad,Hyderabad,Cheese,Non-Refrigerated Truck,State Highway,Hot,1433,19783,110.3,40,52.29,7972.78,4298.15,2189.76,645.69,81642.1,26
SHP07877,Bengaluru,Bhopal,Fresh Vegetables,Refrigerated Truck,State Highway,Foggy,1421,1519,112.47,35,69.78,7428.29,4507.92,6507.02,2012.98,47944.24,14
SHP07878,Bengaluru,Bengaluru,Fresh Vegetables,Refrigerated Truck,National Highway,Rainy,1510,6945,98.27,69,51.25,4981.73,1238.17,7091.57,1358.71,104321.57,63
SHP07879,Jaipur,Bhopal,Frozen Peas,Mini Van,National Highway,Hot,2025,13371,114.4,59,20.07,6793.82,4610.89,6279.84,552.39,66068.37,35
SHP07880,Chennai,Lucknow,Ready-to-Eat Meals,Non-Refrigerated Truck,Urban Road,Clear,324,15454,86.14,43,15.34,6058.58,2973.9,6671.13,1608.02,115461.34,58
SHP07881,Jaipur,Chennai,Cheese,Mini Van,National Highway,Rainy,118,9679,111.1,42,55.37,14275.68,4976.18,5658.62,2642.86,100787.62,31
SHP07882,Bhubaneswar,Bhopal,Curd,Non-Refrigerated Truck,State Highway,Clear,358,1573,94.64,64,65.26,1498.66,307.9,6533.05,3171.27,67876.16,59
SHP07883,Ranchi,Indore,Ready-to-Eat Meals,Mini Van,Urban Road,Rainy,627,9052,112.65,35,65.99,11621.0,3972.56,7068.15,3118.07,117313.94,63
SHP07884,Delhi,Kolkata,Fish,Mini Van,Urban Road,Foggy,225,13301,91.68,62,56.43,4986.47,465.37,4681.76,2189.11,31372.38,21
SHP07885,Mumbai,Lucknow,Meat,Refrigerated Truck,National Highway,Clear,1880,3507,107.23,40,58.02,3188.25,3725.26,6821.74,651.17,71908.46,70
SHP07886,Nagpur,Chennai,Frozen Peas,Non-Refrigerated Truck,Urban Road,Hot,1712,17753,97.76,30,49.04,13125.15,4731.08,6529.65,2503.88,85258.68,38
SHP07887,Nagpur,Raipur,Cheese,Refrigerated Truck,Urban Road,Rainy,1224,6781,96.44,56,54.04,7308.31,1768.46,2362.46,489.7,14245.31,60
SHP07888,Delhi,Jaipur,Fresh Fruits,Refrigerated Truck,Urban Road,Rainy,1234,17760,86.78,59,11.89,7897.01,1826.63,3010.87,1872.7,64220.68,63
SHP07889,Ranchi,Delhi,Fresh Vegetables,Mini Van,State Highway,Rainy,279,2319,106.18,55,26.39,6529.12,1348.66,7140.92,2738.15,25360.89,29
SHP07890,Patna,Bhubaneswar,Fresh Vegetables,Non-Refrigerated Truck,Urban Road,Clear,1683,11123,90.26,57,35.15,6365.57,2270.22,3774.18,756.64,83109.53,60
SHP07891,Patna,Jaipur,Ready-to-Eat Meals,Non-Refrigerated Truck,State Highway,Hot,1995,501,98.89,61,49.17,10546.37,2469.48,7980.39,2599.58,22401.15,71
SHP07892,Indore,Jaipur,Fish,Mini Van,Urban Road,Rainy,1254,5415,89.24,39,32.4,11511.41,2944.95,5619.42,2790.02,95373.13,65
SHP07893,Ranchi,Mumbai,Milk,Mini Van,National Highway,Clear,895,19073,103.13,41,29.5,11941.3,3504.41,1325.72,3594.83,74271.24,70
SHP07894,Nagpur,Ranchi,Milk,Mini Van,National Highway,Clear,1543,6671,91.93,65,42.32,8115.43,3165.47,3707.05,1102.03,23455.24,17
SHP07895,Patna,Chennai,Cheese,Non-Refrigerated Truck,Urban Road,Foggy,476,2804,102.83,51,30.82,10678.94,674.86,6541.92,3331.46,75835.92,31
SHP07896,Patna,Ranchi,Curd,Mini Van,National Highway,Hot,1889,3502,113.4,45,8.93,11775.22,3234.29,3583.82,1572.84,5956.05,47
SHP07897,Ahmedabad,Bhopal,Curd,Mini Van,State Highway,Foggy,1477,3557,112.63,47,69.92,10408.26,1125.0,3634.89,1735.61,9236.66,17
SHP07898,Mumbai,Chennai,Curd,Refrigerated Truck,Urban Road,Rainy,527,8427,91.01,36,66.98,3307.9,2766.78,3409.06,3870.96,30154.2,14
SHP07899,Mumbai,Lucknow,Paneer,Mini Van,State Highway,Clear,2004,12702,87.98,65,6.65,10820.75,3020.21,3305.39,2180.2,48487.4,47
SHP07900,Lucknow,Bhubaneswar,Milk,Mini Van,Urban Road,Rainy,1106,5380,86.28,31,39.98,9898.18,2294.08,2357.81,3519.0,21771.04,27
SHP07901,Chennai,Hyderabad,Ready-to-Eat Meals,Non-Refrigerated Truck,State Highway,Clear,799,13225,109.86,38,52.47,1895.16,2205.15,2326.25,2884.96,95562.45,30
SHP07902,Raipur,Hyderabad,Frozen Peas,Mini Van,National Highway,Clear,563,1794,92.48,59,45.47,9869.96,2241.46,6558.48,1850.38,17864.13,60
SHP07903,Ahmedabad,Bhubaneswar,Fresh Vegetables,Non-Refrigerated Truck,State Highway,Hot,381,17362,93.52,57,28.03,13188.79,1327.62,5308.78,459.85,10149.64,30
SHP07904,Kolkata,Hyderabad,Fresh Vegetables,Refrigerated Truck,State Highway,Rainy,1489,5796,91.79,58,58.62,6492.04,4055.25,2913.16,2122.97,5840.55,28
SHP07905,Nagpur,Hyderabad,Frozen Peas,Refrigerated Truck,National Highway,Hot,582,13207,110.2,48,45.8,2436.59,2531.45,6478.85,1685.51,69878.83,29
SHP07906,Lucknow,Bhopal,Fresh Vegetables,Non-Refrigerated Truck,National Highway,Clear,2102,5377,114.37,57,20.25,9354.23,2624.81,5169.27,2241.19,71119.42,36
SHP07907,Delhi,Nagpur,Fish,Mini Van,Urban Road,Rainy,353,3958,107.66,54,45.56,3965.26,1086.19,4338.94,3005.04,26414.13,70
SHP07908,Kolkata,Pune,Milk,Non-Refrigerated Truck,Urban Road,Clear,1327,9559,109.71,58,22.68,8403.22,2482.49,5328.41,2287.56,35353.26,47
SHP07909,Delhi,Bhopal,Milk,Mini Van,State Highway,Rainy,916,3961,103.62,52,44.52,10204.3,2298.79,3128.92,2783.23,94662.29,35
SHP07910,Raipur,Patna,Paneer,Mini Van,Urban Road,Rainy,1668,1905,100.86,39,55.97,7899.11,2187.32,6188.17,2887.99,107738.64,59
SHP07911,Raipur,Indore,Fish,Mini Van,State Highway,Foggy,2103,10190,106.65,34,24.57,4974.55,2341.45,2653.48,3183.95,42655.53,38
SHP07912,Pune,Delhi,Cheese,Non-Refrigerated Truck,Urban Road,Foggy,191,6153,86.07,62,23.21,12927.09,1381.1,4897.12,2704.13,55197.1,60
SHP07913,Patna,Chennai,Milk,Refrigerated Truck,National Highway,Hot,424,17417,86.84,34,53.42,2470.87,4015.56,6908.74,3558.66,12903.6,66
SHP07914,Bhopal,Bhubaneswar,Frozen Peas,Non-Refrigerated Truck,National Highway,Clear,1198,3802,105.62,33,38.57,1120.61,1137.16,4659.08,1409.99,102207.49,41
SHP07915,Mumbai,Ahmedabad,Frozen Peas,Mini Van,National Highway,Hot,1240,13496,95.05,66,13.44,12516.75,2788.66,4551.58,3392.37,80562.04,52
SHP07916,Bhopal,Mumbai,Frozen Peas,Non-Refrigerated Truck,National Highway,Rainy,1754,12132,99.67,33,41.11,995.46,1747.74,5535.17,2637.24,14112.79,21
SHP07917,Chandigarh,Kolkata,Frozen Peas,Refrigerated Truck,State Highway,Hot,1097,5617,108.46,54,49.1,7564.27,3651.16,3197.46,2569.26,72829.77,42
SHP07918,Patna,Bhubaneswar,Curd,Non-Refrigerated Truck,National Highway,Rainy,1756,14588,102.31,61,37.41,8298.49,3517.72,7923.71,989.59,16759.89,48
SHP07919,Lucknow,Bhopal,Paneer,Refrigerated Truck,National Highway,Hot,1275,12302,109.16,43,46.44,5406.34,3551.92,5909.58,3423.03,90474.9,44
SHP07920,Jaipur,Patna,Curd,Refrigerated Truck,National Highway,Hot,1483,15037,97.57,56,28.81,4499.95,4449.6,3350.95,2525.84,20147.32,68
SHP07921,Jaipur,Mumbai,Meat,Mini Van,National Highway,Rainy,2099,8567,93.62,55,63.69,11233.8,3947.69,5440.62,969.09,58706.81,51
SHP07922,Delhi,Lucknow,Cheese,Refrigerated Truck,Urban Road,Rainy,1871,12126,92.05,37,20.32,5812.03,1782.26,7146.16,484.18,86488.77,62
SHP07923,Raipur,Mumbai,Frozen Peas,Non-Refrigerated Truck,State Highway,Hot,1184,7151,88.95,59,23.13,2294.05,2089.32,6897.15,2100.28,25953.94,53
SHP07924,Indore,Indore,Meat,Non-Refrigerated Truck,State Highway,Rainy,2173,15324,86.1,42,56.61,7216.16,4363.46,7613.3,1345.74,16399.73,37
SHP07925,Lucknow,Bengaluru,Fish,Mini Van,Urban Road,Hot,2026,12600,86.59,61,7.93,11032.4,4153.88,2078.02,1397.66,92019.87,39
SHP07926,Bengaluru,Indore,Frozen Peas,Non-Refrigerated Truck,Urban Road,Clear,1306,12975,93.13,58,71.14,4967.7,4621.99,3227.92,585.17,89699.16,44
SHP07927,Bhubaneswar,Delhi,Fish,Mini Van,State Highway,Foggy,1348,9454,93.35,52,46.77,2415.48,4225.45,7614.08,1127.1,43821.73,27
SHP07928,Patna,Mumbai,Meat,Non-Refrigerated Truck,State Highway,Rainy,937,17783,96.45,57,58.91,5446.08,820.81,5560.79,3879.29,29491.21,44
SHP07929,Hyderabad,Ranchi,Frozen Peas,Non-Refrigerated Truck,Urban Road,Rainy,260,3190,102.75,43,43.71,8409.3,1785.2,7415.24,2371.33,110878.45,27
SHP07930,Pune,Mumbai,Milk,Refrigerated Truck,National Highway,Hot,1874,19409,107.78,39,57.47,1975.08,1604.23,2783.91,2279.98,79210.91,57
SHP07931,Raipur,Ranchi,Paneer,Refrigerated Truck,State Highway,Rainy,256,15882,90.93,36,33.53,3900.85,2019.12,6194.21,2171.19,66434.63,17
SHP07932,Hyderabad,Ranchi,Paneer,Refrigerated Truck,Urban Road,Clear,1163,5656,107.78,55,43.22,14577.02,1603.23,4605.85,3144.89,36346.47,56
SHP07933,Ahmedabad,Hyderabad,Fresh Vegetables,Non-Refrigerated Truck,National Highway,Foggy,114,16901,89.17,65,49.01,3460.34,3967.28,5555.34,2801.21,46997.32,62
SHP07934,Indore,Bhopal,Fish,Mini Van,National Highway,Foggy,1072,3407,114.66,56,65.33,1420.9,3563.86,4963.85,1009.3,43867.67,12
SHP07935,Nagpur,Indore,Ready-to-Eat Meals,Mini Van,Urban Road,Rainy,1973,13721,93.55,57,6.36,6766.31,1154.38,6118.95,2154.69,114605.43,48
SHP07936,Indore,Lucknow,Milk,Mini Van,State Highway,Clear,1365,16750,110.12,59,11.41,1570.53,1063.18,2438.96,2923.01,20837.61,43
SHP07937,Lucknow,Bengaluru,Fresh Fruits,Refrigerated Truck,State Highway,Foggy,2092,14149,90.71,53,50.96,696.51,1246.36,7829.07,1967.82,54969.64,53
SHP07938,Patna,Ahmedabad,Frozen Peas,Non-Refrigerated Truck,National Highway,Foggy,1514,14907,113.52,30,27.42,724.62,1707.51,4572.18,2305.5,10006.76,46
SHP07939,Pune,Hyderabad,Ready-to-Eat Meals,Refrigerated Truck,Urban Road,Clear,419,6271,109.8,56,50.09,4798.49,3476.82,6740.94,600.53,64777.93,44
SHP07940,Jaipur,Bengaluru,Fish,Non-Refrigerated Truck,National Highway,Foggy,481,10641,95.78,30,19.49,1570.01,1970.72,1141.83,344.63,101968.09,42
SHP07941,Lucknow,Hyderabad,Curd,Non-Refrigerated Truck,National Highway,Hot,342,2249,97.64,39,46.72,3297.01,2236.23,2060.73,3144.7,116323.49,43
SHP07942,Lucknow,Raipur,Meat,Non-Refrigerated Truck,National Highway,Clear,1891,2041,85.12,34,36.51,9899.7,401.87,3332.04,3167.68,40634.35,68
SHP07943,Ranchi,Hyderabad,Fresh Vegetables,Refrigerated Truck,Urban Road,Foggy,750,18352,92.54,38,12.36,4681.19,2504.58,5966.62,2182.17,27066.58,43
SHP07944,Pune,Raipur,Curd,Non-Refrigerated Truck,State Highway,Clear,1799,14289,93.68,32,67.2,8844.61,2319.61,3161.72,3316.54,76296.78,49
SHP07945,Bengaluru,Bengaluru,Milk,Refrigerated Truck,National Highway,Rainy,374,5618,98.58,58,57.87,6463.99,3481.28,6436.47,3192.66,40473.93,30
SHP07946,Chennai,Raipur,Curd,Refrigerated Truck,State Highway,Foggy,479,12906,89.17,31,57.11,13328.55,1167.87,1920.45,1623.67,16436.61,24
SHP07947,Bhubaneswar,Raipur,Ready-to-Eat Meals,Non-Refrigerated Truck,State Highway,Foggy,403,16226,99.36,47,51.39,10598.09,3668.57,4107.75,2115.69,28684.85,61
SHP07948,Chandigarh,Bhopal,Fresh Fruits,Non-Refrigerated Truck,Urban Road,Hot,1728,8035,105.05,43,5.45,12861.39,3645.4,3233.93,2055.02,7464.93,32
SHP07949,Patna,Pune,Fish,Non-Refrigerated Truck,State Highway,Hot,1569,5072,96.14,58,38.31,8023.92,3187.54,1688.17,372.31,106758.96,47
SHP07950,Bengaluru,Hyderabad,Cheese,Refrigerated Truck,State Highway,Foggy,342,4562,91.97,34,55.07,11827.35,1918.74,6077.26,300.8,48196.81,12
SHP07951,Indore,Nagpur,Fresh Vegetables,Non-Refrigerated Truck,National Highway,Clear,1330,9272,101.43,34,18.74,9425.88,481.7,7145.6,3402.01,94614.01,31
SHP07952,Kolkata,Ranchi,Curd,Non-Refrigerated Truck,Urban Road,Foggy,1486,7601,85.87,31,45.84,11286.95,1336.22,7124.3,3917.84,80333.01,54
SHP07953,Patna,Chennai,Fish,Mini Van,Urban Road,Hot,430,19844,95.23,68,67.2,10426.77,4664.73,2862.9,3097.76,27228.61,33
SHP07954,Jaipur,Jaipur,Paneer,Mini Van,National Highway,Hot,1273,15936,100.83,52,55.2,4857.41,4420.34,7769.98,564.75,50493.01,65
SHP07955,Pune,Patna,Ready-to-Eat Meals,Mini Van,National Highway,Foggy,274,11015,95.08,60,41.24,2318.53,1146.5,6604.62,2552.14,56229.29,12
SHP07956,Lucknow,Bhubaneswar,Fresh Fruits,Non-Refrigerated Truck,State Highway,Clear,952,18572,95.36,45,25.07,12193.22,1742.21,2673.52,2615.96,79856.86,36
SHP07957,Bhopal,Lucknow,Cheese,Refrigerated Truck,State Highway,Foggy,1870,2915,110.45,51,47.28,1621.38,247.45,7137.6,1295.47,111588.66,30
SHP07958,Ahmedabad,Lucknow,Fish,Mini Van,Urban Road,Foggy,720,11269,113.02,56,52.58,9274.93,1690.39,2338.65,2103.26,26885.22,71
SHP07959,Indore,Chennai,Fish,Refrigerated Truck,Urban Road,Clear,1367,11232,109.82,58,47.37,14837.31,4042.84,2037.48,347.25,51408.96,64
SHP07960,Delhi,Delhi,Cheese,Mini Van,State Highway,Clear,656,10262,87.97,34,55.37,3149.12,2941.65,7159.99,2032.26,28265.99,71
SHP07961,Ranchi,Chennai,Frozen Peas,Mini Van,National Highway,Clear,492,4697,93.69,41,22.99,11280.55,4370.68,7471.34,1297.5,99798.49,51
SHP07962,Raipur,Bengaluru,Ready-to-Eat Meals,Refrigerated Truck,Urban Road,Foggy,231,4866,106.34,42,38.53,14320.79,4815.15,4167.48,1102.54,89654.91,21
SHP07963,Bhubaneswar,Pune,Fresh Vegetables,Mini Van,National Highway,Rainy,491,2854,114.23,37,41.31,7684.49,1261.8,5572.88,3905.24,99948.13,71
SHP07964,Chandigarh,Chennai,Ready-to-Eat Meals,Refrigerated Truck,State Highway,Clear,1355,1456,92.27,53,10.11,8808.63,2862.66,3241.99,2790.14,93943.29,59
SHP07965,Bhubaneswar,Kolkata,Frozen Peas,Non-Refrigerated Truck,Urban Road,Foggy,993,8950,111.95,57,16.01,5831.12,3824.73,6355.57,3602.28,8118.55,59
SHP07966,Pune,Raipur,Meat,Non-Refrigerated Truck,Urban Road,Rainy,316,4118,107.17,66,24.85,6905.59,3183.93,6860.52,838.48,35563.34,65
SHP07967,Bhubaneswar,Chennai,Ready-to-Eat Meals,Refrigerated Truck,State Highway,Hot,850,13733,114.5,56,7.25,9636.49,1449.25,2405.27,1148.96,45649.49,56
SHP07968,Ahmedabad,Kolkata,Cheese,Refrigerated Truck,State Highway,Rainy,1042,18339,87.81,65,19.89,13136.09,4890.37,5851.06,3729.41,97254.26,18
SHP07969,Hyderabad,Mumbai,Fresh Fruits,Non-Refrigerated Truck,National Highway,Clear,1459,9571,96.84,38,39.51,14308.82,3436.97,7207.44,1339.74,102978.52,29
SHP07970,Pune,Nagpur,Ready-to-Eat Meals,Refrigerated Truck,National Highway,Clear,974,11963,99.34,44,40.84,8376.79,248.75,6373.38,3553.3,59108.13,59
SHP07971,Lucknow,Bengaluru,Curd,Non-Refrigerated Truck,State Highway,Clear,2075,14463,105.16,34,20.96,11842.76,2677.93,6551.05,3034.85,118417.05,67
SHP07972,Chandigarh,Mumbai,Fresh Fruits,Non-Refrigerated Truck,State Highway,Hot,1824,3973,104.62,57,68.36,11178.9,996.47,2611.34,439.74,65975.04,70
SHP07973,Bhopal,Patna,Fresh Vegetables,Refrigerated Truck,State Highway,Clear,924,3493,112.19,44,35.77,4081.81,3670.99,6781.89,862.5,63553.28,52
SHP07974,Jaipur,Chandigarh,Cheese,Mini Van,Urban Road,Clear,731,19977,110.16,65,47.33,7197.0,512.36,4556.06,2363.41,66706.24,25
SHP07975,Pune,Lucknow,Meat,Refrigerated Truck,State Highway,Foggy,2019,8926,86.66,47,6.06,10410.94,1835.17,1083.64,3693.1,89886.53,21
SHP07976,Jaipur,Delhi,Paneer,Non-Refrigerated Truck,Urban Road,Foggy,2163,18705,99.6,51,31.14,2368.95,1704.81,5674.68,2431.82,48309.71,61
SHP07977,Bhopal,Nagpur,Fresh Fruits,Mini Van,State Highway,Hot,106,13940,97.21,34,40.86,13317.57,4479.09,6431.31,2885.15,109246.02,29
SHP07978,Chennai,Nagpur,Frozen Peas,Mini Van,Urban Road,Clear,1375,3011,114.91,51,25.23,6336.87,4393.32,6472.52,2793.26,68191.38,41
SHP07979,Chennai,Delhi,Fresh Fruits,Non-Refrigerated Truck,National Highway,Foggy,839,19472,97.82,46,15.65,7075.69,4152.03,7530.84,721.44,54457.82,19
SHP07980,Delhi,Jaipur,Paneer,Mini Van,National Highway,Clear,956,6449,105.48,51,17.68,13111.27,3782.08,1601.18,3368.73,33302.0,60
SHP07981,Mumbai,Raipur,Ready-to-Eat Meals,Mini Van,Urban Road,Clear,2002,18960,93.53,50,35.73,2997.81,4781.54,2314.83,3008.4,47183.53,67
SHP07982,Chennai,Nagpur,Curd,Refrigerated Truck,National Highway,Rainy,743,10438,103.44,52,8.83,1015.18,1117.64,7483.48,1484.39,80873.36,48
SHP07983,Patna,Bhopal,Frozen Peas,Non-Refrigerated Truck,National Highway,Clear,1733,1033,91.2,57,19.94,4647.49,4135.75,6254.45,2004.37,116986.32,69
SHP07984,Hyderabad,Bhopal,Paneer,Mini Van,Urban Road,Rainy,515,4260,103.11,57,52.93,2678.33,3432.56,3919.67,2075.8,71939.12,70
SHP07985,Bhopal,Hyderabad,Paneer,Non-Refrigerated Truck,State Highway,Foggy,1073,16490,111.05,46,18.6,14791.01,3566.83,1968.92,3238.78,66718.36,64
SHP07986,Delhi,Pune,Curd,Refrigerated Truck,State Highway,Clear,1515,3195,85.58,48,11.95,8709.45,2248.95,6860.76,3823.2,39819.71,46
SHP07987,Delhi,Mumbai,Fresh Vegetables,Refrigerated Truck,Urban Road,Rainy,76,11615,100.14,42,9.7,8685.6,3330.68,3175.47,3473.91,110880.92,27
SHP07988,Mumbai,Ahmedabad,Fresh Fruits,Refrigerated Truck,National Highway,Rainy,821,7651,114.47,63,71.23,12014.61,1339.58,6837.82,2071.19,75636.36,60
SHP07989,Patna,Hyderabad,Ready-to-Eat Meals,Mini Van,State Highway,Foggy,1457,9806,89.78,62,9.91,4248.48,2745.05,4900.69,1550.91,102594.47,14
SHP07990,Nagpur,Chennai,Fresh Fruits,Refrigerated Truck,State Highway,Rainy,268,18560,90.5,45,33.48,8078.83,4859.33,4758.45,1154.9,12608.98,42
SHP07991,Chandigarh,Bhubaneswar,Cheese,Non-Refrigerated Truck,National Highway,Clear,1927,3035,99.12,59,38.75,2561.13,3486.79,5218.37,2839.86,93046.54,34
SHP07992,Patna,Bhubaneswar,Frozen Peas,Refrigerated Truck,Urban Road,Clear,1243,10615,111.13,32,69.59,1855.65,3442.16,3938.1,1845.04,35194.51,47
SHP07993,Hyderabad,Hyderabad,Meat,Mini Van,Urban Road,Rainy,1486,15949,101.88,56,64.59,6875.68,1329.55,1769.95,826.46,115025.26,63
SHP07994,Jaipur,Chandigarh,Cheese,Refrigerated Truck,State Highway,Clear,1665,18354,100.26,49,20.16,13736.98,4235.91,5100.67,482.04,21715.82,59
SHP07995,Bengaluru,Chennai,Paneer,Mini Van,Urban Road,Clear,2048,13966,87.6,61,9.76,6895.48,4632.2,3951.35,2454.13,17378.75,33
